Time Stamp;Packet Count;Mode;Coment Count;Attitude Valid;System Time;Switch Register;q1 (Main Sensor);q2 (Main Sensor);q3 (Main Sensor);q0 (Main Sensor);q1 (Aux Sensor);q2 (Aux Sensor);q3 (Aux Sensor);q0 (Aux Sensor);Ang Vel X (Main Sensor);Ang Vel Y (Main Sensor);Ang Vel Z (Main Sensor);Ang Vel X (Aux Sensor);Ang Vel Y (Aux Sensor);Ang Vel Z (Aux Sensor);result attitude propagator;result attitude propagator (aux);attitude mode;attitude mode (aux);ACS time;q1 (STS A);q2 (STS A);q3 (STS A);q0 (STS A);time STS A;q1 (STS B);q2 (STS B);q3 (STS B);q0 (STS B);time STS B;Sun Vector X;Sun Vector Y;Sun Vector Z;Magnetic Vector X;Magnetic Vector Y;Magnetic Vector Z;Wheel X Ang Vel;Wheel Y Ang Vel;Wheel Z Ang Vel;Location Vector X;Location Vector Y;Location Vector Z;q1 (Nadir Target);q2 (Nadir Target);q3 (Nadir Target);q0 (Nadir Target);Calculated Magnetic X;Calculated Magnetic Y;Calculated Magnetic Z;q1 (Target Attitude);q2 (Target Attitude);q3 (Target Attitude);q0 (Target Attitude);X Target Ang Vel;Y Target Ang Vel;Z Target Ang Vel;Target Wheel Torque X;Target Wheel Torque Y;Target Wheel Torque Z;System Current;Main Voltage;Batteray Current;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;NCP;Inverted Sum
609.7128;64055;Mode 12;4119;111000011000000;2018-10-05 01:25:54.400;01000011111111110010011100101001;0.8599933;-0.0360812;-0.5019096;0.0848317;0.6866257;-0.3630323;-0.2938697;0.3959627;-0.0000166;-0.0000166;0.0000832;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191842445;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1753052;-0.0912303;-0.9802781;0.8883489;-0.1588255;0.4308233;18.7026730;506.1105347;243.2284088;-6519.1337891;2178.6496582;221.3469238;0.1613197;0.7000492;-0.0667043;0.6924288;-0.0000055;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;4076.1360225;15.4872000;168.9544226;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;4209
609.9825;64056;Mode 12;4119;111000011000000;2018-10-05 01:25:54.700;01000011111111110010011100101001;0.8599961;-0.0360862;-0.5019053;0.0848272;0.6866257;-0.3630323;-0.2938697;0.3959627;0.0000499;0.0000333;0.0000166;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191842715;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1753052;-0.0912303;-0.9802781;0.8883489;-0.1588255;0.4308233;18.6508865;506.0606384;243.2580719;-6519.1103516;2178.9135742;219.3818359;0.1613101;0.6999494;-0.0667275;0.6925296;-0.0000055;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;4076.1360225;15.4872000;168.9544226;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;3F97
610.2528;64057;Mode 12;4119;111000011000000;2018-10-05 01:25:54.900;01000011111111110010011100101001;0.8599921;-0.0360853;-0.5019133;0.0848207;0.6866257;-0.3630323;-0.2938697;0.3959627;0.0000333;-0.0000666;-0.0000333;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191842986;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1749983;-0.0910706;-0.9803478;0.8883489;-0.1588255;0.4308233;18.6345139;506.1238403;243.2637177;-6519.0771484;2179.2648926;216.7661133;0.1612973;0.6998165;-0.0667585;0.6926639;-0.0000055;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;4144.0716229;15.4872000;168.6005913;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;43A5
610.5225;64058;Mode 12;4119;111000011000000;2018-10-05 01:25:55.200;01000011111111110010011100101001;0.8599938;-0.0360885;-0.5019112;0.0848150;0.6866257;-0.3630323;-0.2938697;0.3959627;0.0000499;0.0000166;0.0000000;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191843255;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1749983;-0.0910706;-0.9803478;0.8883489;-0.1588255;0.4308233;18.6501122;506.0809937;243.2547760;-6519.0654297;2179.3969727;215.7814941;0.1612925;0.6997665;-0.0667701;0.6927145;-0.0000056;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;4121.4264227;15.4872000;168.7775069;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;43AE
610.7939;64059;Mode 12;4119;111000011000000;2018-10-05 01:25:55.500;01000011111111110010011100101001;0.8599924;-0.0360946;-0.5019146;0.0848051;0.6866257;-0.3630323;-0.2938697;0.3959627;0.0000832;-0.0000333;0.0000000;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191843527;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1753052;-0.0912303;-0.9802781;0.8883489;-0.1588255;0.4308233;18.6719933;506.0809937;243.2547760;-6519.0312500;2179.7473145;213.1662598;0.1612797;0.6996335;-0.0668011;0.6928487;-0.0000056;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;2785.3596154;15.6784000;144.3631506;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;42A3
611.0626;64060;Mode 12;4119;111000011000000;2018-10-05 01:25:55.700;01000011111111110010011100101001;0.8599869;-0.0360886;-0.5019249;0.0848033;0.6866257;-0.3630323;-0.2938697;0.3959627;-0.0000166;-0.0000832;-0.0000499;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191843796;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1753052;-0.0912303;-0.9802781;0.8883489;-0.1588255;0.4308233;18.6719933;506.0789795;243.2618256;-6518.9960938;2180.0981445;210.5473633;0.1612669;0.6995004;-0.0668321;0.6929831;-0.0000056;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;2785.3596154;15.7740000;144.1862350;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;4093
611.3334;64061;Mode 12;4119;111000011000000;2018-10-05 01:25:56.000;01000011111111110010011100101001;0.8599844;-0.0360898;-0.5019286;0.0848062;0.6866257;-0.3630323;-0.2938697;0.3959627;-0.0000166;-0.0000333;0.0000166;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191844066;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1770382;-0.0912015;-0.9799692;0.8883489;-0.1588255;0.4308233;18.7102032;506.0219116;243.2519379;-6518.9833984;2180.2299805;209.5651855;0.1612620;0.6994506;-0.0668437;0.6930335;-0.0000056;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;2762.7144152;15.6784000;144.1862350;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;3DE6
611.6042;64062;Mode 12;4119;111000011000000;2018-10-05 01:25:56.300;01000011111111110010011100101001;0.8599833;-0.0360850;-0.5019310;0.0848058;0.6866257;-0.3630323;-0.2938697;0.3959627;-0.0000166;-0.0000166;-0.0000333;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191844337;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1753052;-0.0912303;-0.9802781;0.8883489;-0.1588255;0.4308233;18.7125874;506.0015259;243.2368774;-6518.9462891;2180.5798340;206.9462891;0.1612492;0.6993173;-0.0668747;0.6931679;-0.0000057;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;2774.0370153;15.6784000;144.5400662;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;3DFA
611.8729;64063;Mode 12;4119;111000011000000;2018-10-05 01:25:56.600;01000011111111110010011100101001;0.8599873;-0.0360859;-0.5019252;0.0847991;0.6866257;-0.3630323;-0.2938697;0.3959627;0.0000499;0.0000499;-0.0000166;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191844606;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1753052;-0.0912303;-0.9802781;0.8883489;-0.1588255;0.4308233;18.6993790;506.0025330;243.2293243;-6518.9189453;2180.8432617;204.9782715;0.1612395;0.6992173;-0.0668979;0.6932688;-0.0000057;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;2785.3596154;15.6784000;144.5400662;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;4024
612.1426;64064;Mode 12;4119;111000011000000;2018-10-05 01:25:56.800;01000011111111110010011100101001;0.8599863;-0.0360822;-0.5019275;0.0847968;0.6866257;-0.3630323;-0.2938697;0.3959627;0.0000000;-0.0000166;-0.0000333;0.0009673;-0.0016656;0.0006134;1;0;4;9;1191844876;0.0000000;0.0000000;0.0000000;1.0000000;0;0.9613628;-0.1836224;0.2047280;0.0122879;1190763511;-0.1753052;-0.0912303;-0.9802781;0.8883489;-0.1588255;0.4308233;18.7084427;506.0188599;243.2166290;-6518.8862305;2181.1489258;202.6884766;0.1612283;0.6991008;-0.0669250;0.6933863;-0.0000057;0.0000015;0.0000307;0.0000000;0.0000000;0.0000000;1.0000000;0.0000000;0.0000000;0.0000000;-53955964742664192.0000000;-0.0000000;-2700.5644531;2762.7144152;15.6784000;144.1862350;65535;65535;30;732;165;4095;1008;241;4095;74;255;4095;154;386;4095;740;425;4095;769;594;4095;876;712;4095;1128;922;4095;607;313;4032;415;625;3975;44;16;3949;997;854;3905;364;534;3859;357;424;3845;1227;325;3641;585;188;3574;1202;137;3562;80;992;3525;1063;89;3374;553;942;3329;828;583;3284;1103;393;3235;928;336;3162;581;805;3084;1116;811;3084;1198;823;3068;1323;795;3022;1322;382;3021;1045;93;2955;299;267;2902;65278;65278;65278;41FC
